gene_id	gene_name	geneID	gene_id2	geneType	NTC	Lipo	PEI	ExFect	Infect	Elec
ENSG00000018869	ZNF582	147948	ENSG00000018869.18	protein_coding	3.822430985	4.170473884	5.852806589	7.06935104	3.944241271	6.114735352
ENSG00000267454	ZNF582-DT	386758	ENSG00000267454.6	lncRNA	1.375399526	1.730210987	2.675947568	1.241398574	1.05591241	1.108570151
ENSG00000198440	ZNF583	147949	ENSG00000198440.9	protein_coding	10.42776631	9.829489199	15.92783799	20.009834	7.924823868	11.38145226
ENSG00000198046	ZNF667	63934	ENSG00000198046.13	protein_coding	0	0	0	0	0	0
ENSG00000166770	ZNF667-AS1	100128252	ENSG00000166770.12	lncRNA	0	0.04140631	0	0.145209164	0.06019291	0.215184607
ENSG00000196263	ZNF471	57573	ENSG00000196263.8	protein_coding	1.295357233	1.543880704	1.831580465	1.9118376	1.696460383	1.052685859
ENSG00000267421	ZFP28-DT	101928982	ENSG00000267421.6	lncRNA	0.199179137	0.365199308	1.08981194	0.114428006	0.208432808	0.130260927
ENSG00000196867	ZFP28	140612	ENSG00000196867.8	protein_coding	16.54190429	21.71103307	23.97951934	18.08575818	13.04063704	15.24109861
ENSG00000269696	ZNF470-DT	112268241	ENSG00000269696.3	lncRNA	0.257378375	0.165874195	0.13339494	0.111580242	0.212615234	0.091524054
ENSG00000197016	ZNF470	388566	ENSG00000197016.12	protein_coding	5.855403803	6.74960312	7.371669144	7.587037281	5.713864852	6.410387785
ENSG00000197951	ZNF71	58491	ENSG00000197951.10	protein_coding	9.859441349	11.44560123	12.53078375	12.08054149	13.92513639	11.42579694
ENSG00000269793	ZIM2-AS1	101929059	ENSG00000269793.7	lncRNA	0	0.06421685	0	0	0	0
ENSG00000268182	SMIM17	147670	ENSG00000268182.6	protein_coding	1.418367111	2.156098152	1.650482604	2.286721304	2.304262469	1.685144437
ENSG00000127903	ZNF835	90485	ENSG00000127903.14	protein_coding	0	0	0	0	0	0
ENSG00000269699	ZIM2	23619	ENSG00000269699.7	protein_coding	0	0	0	0	0	0
ENSG00000198300	PEG3	5178	ENSG00000198300.14	protein_coding	0	0	0.04744958	0.069256209	0.022151153	0
ENSG00000268654	MIMT1	100073347	ENSG00000268654.2	lncRNA	0	0	0	0	0	0
ENSG00000131864	USP29	57663	ENSG00000131864.11	protein_coding	0	0	0.074709205	0.103508976	0	0
ENSG00000141946	ZIM3	114026	ENSG00000141946.1	protein_coding	0	0	0	0	0	0
ENSG00000258873	DUXA	503835	ENSG00000258873.3	protein_coding	0	0	0	0	0	0.016982306
ENSG00000083844	ZNF264	9422	ENSG00000083844.10	protein_coding	21.32343609	27.09047546	24.3505057	23.12474361	23.83324619	19.41885517
ENSG00000105146	AURKC	6795	ENSG00000105146.14	protein_coding	1.596417566	3.20712204	2.895263719	1.400447262	2.149799966	1.340530112
ENSG00000204524	ZNF805	390980	ENSG00000204524.7	protein_coding	11.03868116	16.96009301	13.41446939	11.96584633	12.69659948	11.63442441
ENSG00000267871	ZNF460-AS1	105372476	ENSG00000267871.6	lncRNA	0.668622564	0.665996742	0.64632831	0.386668951	0.527620742	0.425146628
ENSG00000197714	ZNF460	10794	ENSG00000197714.9	protein_coding	7.031766832	8.196426783	8.648854206	10.24928534	4.474540999	6.148828107
ENSG00000178229	ZNF543	125919	ENSG00000178229.8	protein_coding	13.98372686	17.88028349	24.38989956	24.23735638	14.27147747	15.91519536
ENSG00000131845	ZNF304	57343	ENSG00000131845.15	protein_coding	21.12060898	17.403722	24.2690902	33.30444354	16.95720929	21.9660259
ENSG00000152433	ZNF547	284306	ENSG00000152433.15	protein_coding	0.548300371	0.73641358	1.239210227	1.502825213	0.372463858	0.612266531
ENSG00000256060	TRAPPC2B	10597	ENSG00000256060.3	protein_coding	1.112893259	1.316660563	1.6432557	1.39079195	0.940308525	0.876946263
ENSG00000188785	ZNF548	147694	ENSG00000188785.12	protein_coding	8.6982777	10.23178192	12.12107698	13.84008218	9.492277038	9.84012191
ENSG00000186272	ZNF17	7565	ENSG00000186272.13	protein_coding	12.54460116	11.0665458	12.90930107	17.10125839	9.639489579	14.18289803
ENSG00000186230	ZNF749	388567	ENSG00000186230.7	protein_coding	35.04658845	35.67217523	35.04985322	39.7086094	32.39508288	37.45962612
ENSG00000178201	VN1R1	57191	ENSG00000178201.5	protein_coding	2.138360386	2.214048792	2.180765707	1.980341711	1.353983293	1.112974914
ENSG00000197128	ZNF772	400720	ENSG00000197128.13	protein_coding	5.0155456	3.634363896	4.721526596	5.25321406	3.443801923	5.724145532
ENSG00000105136	ZNF419	79744	ENSG00000105136.22	protein_coding	8.941185972	11.78907993	12.67320241	10.8995788	7.753765144	10.29122178
ENSG00000152439	ZNF773	374928	ENSG00000152439.13	protein_coding	2.105367139	3.45531491	4.206525417	3.37865305	1.829252652	2.023848467
ENSG00000121406	ZNF549	256051	ENSG00000121406.9	protein_coding	8.278438144	7.502483008	8.526745471	11.95814827	5.920554642	10.21367628
ENSG00000251369	ZNF550	162972	ENSG00000251369.10	protein_coding	18.15264333	34.17867965	38.1238454	38.05937715	17.71589674	19.07594839
ENSG00000083817	ZNF416	55659	ENSG00000083817.9	protein_coding	4.070779245	5.634981846	8.903719996	8.923230932	3.28013569	4.459380242
ENSG00000171649	ZIK1	284307	ENSG00000171649.12	protein_coding	1.034092795	1.774296246	2.934935172	4.277396446	0.9296183	1.450641834
ENSG00000183647	ZNF530	348327	ENSG00000183647.11	protein_coding	2.045978937	3.096113061	3.856569089	3.602103135	1.913481177	2.672855458
ENSG00000213762	ZNF134	7693	ENSG00000213762.12	protein_coding	7.065725782	7.088363912	9.61407994	13.22298377	5.780976465	7.111845009
ENSG00000121417	ZNF211	10520	ENSG00000121417.14	protein_coding	8.044240294	11.30542242	11.98293041	13.84143796	7.908827145	7.192325881
ENSG00000180532	ZSCAN4	201516	ENSG00000180532.12	protein_coding	0.01973211	0	0.032565044	0.058687581	0	0
ENSG00000204519	ZNF551	90233	ENSG00000204519.11	protein_coding	4.455734002	2.663598605	4.421467242	8.635990661	2.953522499	4.961256585
ENSG00000179909	ZNF154	7710	ENSG00000179909.16	protein_coding	0	0.076938103	0	0.054224581	0	0
ENSG00000083814	ZNF671	79891	ENSG00000083814.13	protein_coding	0	0.012650577	0.013506826	0	0	0
ENSG00000152443	ZNF776	284309	ENSG00000152443.13	protein_coding	3.285986193	4.239987892	5.6405012	7.088487636	3.498089319	4.312473702
ENSG00000083828	ZNF586	54807	ENSG00000083828.16	protein_coding	3.446708764	3.29051961	3.508733792	4.733068874	3.046169042	3.815238138
ENSG00000178935	ZNF552	79818	ENSG00000178935.5	protein_coding	2.443645218	1.961311205	2.12972569	2.091674978	2.033223116	2.389376335
ENSG00000269343	ZNF587B	100293516	ENSG00000269343.9	protein_coding	19.35242126	11.8739984	11.75677513	25.08500462	14.00998806	24.06140959
ENSG00000204514	ZNF814	730051	ENSG00000204514.11	protein_coding	1.372894767	2.518536172	2.257718796	3.088596662	1.491840708	1.672966547
ENSG00000198466	ZNF587	84914	ENSG00000198466.12	protein_coding	85.59511976	96.8827476	82.31034593	103.2582038	78.26731261	112.303362
ENSG00000173480	ZNF417	147687	ENSG00000173480.11	protein_coding	2.156083086	2.582363589	2.123636169	3.670594633	1.898322771	2.041527451
ENSG00000196724	ZNF418	147686	ENSG00000196724.13	protein_coding	0.114482663	0.370534966	0.435862569	0.750126712	0.09801555	0.208112726
ENSG00000152454	ZNF256	10172	ENSG00000152454.4	protein_coding	11.57091448	20.10907722	27.76643593	23.72030897	11.04693623	10.73415324
ENSG00000177025	C19orf18	147685	ENSG00000177025.3	protein_coding	0.005311882	0.021675475	0.048671916	0.065494241	0.00314092	0.012478836
ENSG00000166704	ZNF606	80095	ENSG00000166704.13	protein_coding	33.33901733	25.4061685	41.38894733	25.7496661	25.38930466	25.92328207
ENSG00000152467	ZSCAN1	284312	ENSG00000152467.10	protein_coding	0	0	0	0.080043796	0	0
ENSG00000176293	ZNF135	7694	ENSG00000176293.20	protein_coding	0.22636867	0.453327644	0.566482429	0.313076494	0.524282722	0.045652556
ENSG00000121413	ZSCAN18	65982	ENSG00000121413.13	protein_coding	5.106391156	13.32375457	13.27480718	7.533243729	10.27575863	4.825530036
ENSG00000181894	ZNF329	79673	ENSG00000181894.15	protein_coding	6.709797955	11.50169398	20.85069113	13.41544162	8.724088085	6.179354811
ENSG00000171606	ZNF274	10782	ENSG00000171606.18	protein_coding	96.2227793	164.6456911	200.5838965	149.9296142	118.7765168	81.89031511
ENSG00000198131	ZNF544	27300	ENSG00000198131.15	protein_coding	0.527258807	0.79032797	0.714068404	0.556404472	0.349082283	0.391668903
ENSG00000268516	ZNF8-DT	105372482	ENSG00000268516.4	lncRNA	3.928514201	3.627492157	4.108506846	4.002700451	3.590758263	3.899024164
ENSG00000278129	ZNF8	7554	ENSG00000278129.2	protein_coding	88.61687595	145.1186355	80.83089465	98.62851551	134.9079601	84.897259
ENSG00000267216	ZNF8-ERVK3-1	108903150	ENSG00000267216.1	lncRNA	3.094305857	4.432511276	4.23275036	4.170033865	1.381262399	6.008942362
ENSG00000142396	ERVK3-1	105372481	ENSG00000142396.11	protein_coding	21.12922898	14.96820625	16.54817507	26.13631193	17.05274408	25.34002085
ENSG00000182318	ZSCAN22	342945	ENSG00000182318.6	protein_coding	11.12317594	12.46012526	15.28084019	20.20087603	14.52290083	13.35972544
ENSG00000121410	A1BG	1	ENSG00000121410.12	protein_coding	1.440092585	1.584256055	0.975635172	0.906583095	1.347776854	0.980545816
ENSG00000268895	A1BG-AS1	503538	ENSG00000268895.6	lncRNA	23.91491756	15.35631629	14.25019692	16.97192713	18.47235235	24.39025903
ENSG00000174586	ZNF497	162968	ENSG00000174586.11	protein_coding	3.25038873	2.917044918	2.609594067	2.06142346	3.743678365	2.703419088
ENSG00000269054	ZNF497-AS1	105372483	ENSG00000269054.3	lncRNA	1.125671725	0.816017648	0.749251488	0.738286622	0.783233341	0.869373983
ENSG00000152475	ZNF837	116412	ENSG00000152475.7	protein_coding	5.602793571	4.765145279	5.764191157	5.200447542	8.143775741	7.895725763
ENSG00000083845	RPS5	6193	ENSG00000083845.9	protein_coding	1675.775207	1853.327165	1831.363062	1369.980266	1442.469261	1375.615533
ENSG00000269855	RNF225	646862	ENSG00000269855.3	protein_coding	0.471983223	0.138176023	0.142881359	5.817737005	0.787522047	1.542442743
ENSG00000268307	LINC02560	110806301	ENSG00000268307.1	lncRNA	0	0.058386133	0.091552215	0.143023247	0.069509963	0.080711876
ENSG00000171574	ZNF584	201514	ENSG00000171574.18	protein_coding	18.01554514	18.47030752	23.26872665	14.10860694	15.9929944	16.90857367
ENSG00000232098	ZNF584-DT	123706526	ENSG00000232098.3	lncRNA	107.3281379	112.4264811	100.1417158	111.543839	115.3975182	114.5955551
ENSG00000131849	ZNF132	7691	ENSG00000131849.13	protein_coding	0.0083423	0.026449446	0.051600591	0.031250093	0.026072175	0.010943017
ENSG00000269473	ZNF132-DT	118827803	ENSG00000269473.1	lncRNA	21.38092868	18.15587819	13.9097758	20.85623042	19.55132001	19.48570317
ENSG00000249471	ZNF324B	388569	ENSG00000249471.8	protein_coding	10.19239564	7.444868614	8.868378026	10.45959788	9.684386031	13.44514389
ENSG00000083812	ZNF324	25799	ENSG00000083812.13	protein_coding	18.30758561	15.90227304	20.44176143	23.72370627	19.63854286	22.33254809
ENSG00000083838	ZNF446	55663	ENSG00000083838.17	protein_coding	18.11700959	16.36915401	17.28649572	15.70301315	20.99474206	16.47057928
ENSG00000083807	SLC27A5	10998	ENSG00000083807.10	protein_coding	31.2816548	26.34088695	22.97236549	21.01655822	19.65199027	19.95392735
ENSG00000119574	ZBTB45	84878	ENSG00000119574.13	protein_coding	23.5176452	19.58098067	18.2188386	28.0108842	35.02970728	28.82523226
ENSG00000130726	TRIM28	10155	ENSG00000130726.12	protein_coding	2787.408689	2652.137338	2600.019608	3233.466918	3030.676526	4002.336259
ENSG00000130724	CHMP2A	27243	ENSG00000130724.10	protein_coding	71.32981109	91.42126406	85.8323268	63.82325409	80.56168269	51.83966171
ENSG00000130725	UBE2M	9040	ENSG00000130725.8	protein_coding	492.1494214	607.7167761	611.4027823	515.3432313	569.2024224	572.3607363
ENSG00000267858	MZF1-AS1	100131691	ENSG00000267858.8	lncRNA	9.081384961	5.64669952	7.064885468	11.18115964	9.297181036	10.4921558
ENSG00000099326	MZF1	7593	ENSG00000099326.9	protein_coding	201.3843352	239.9650737	144.4083563	180.4066775	212.5993728	215.2174456
ENSG00000178591	DEFB125	245938	ENSG00000178591.7	protein_coding	0	0	0	0	0	0
ENSG00000125788	DEFB126	81623	ENSG00000125788.6	protein_coding	0	0	0	0	0.006006969	0
ENSG00000088782	DEFB127	140850	ENSG00000088782.5	protein_coding	0	0	0	0	0	0
ENSG00000185982	DEFB128	245939	ENSG00000185982.7	protein_coding	0	0	0	0	0	0
ENSG00000125903	DEFB129	140881	ENSG00000125903.4	protein_coding	0	0	0	0	0	0
ENSG00000186458	DEFB132	400830	ENSG00000186458.5	protein_coding	0	0	0	0	0	0
ENSG00000196476	C20orf96	140680	ENSG00000196476.12	protein_coding	20.88106331	23.59521913	18.23581937	12.7926428	24.29359888	14.25987696
ENSG00000247315	ZCCHC3	85364	ENSG00000247315.4	protein_coding	66.56050045	74.60451913	82.42671217	71.49038403	69.68408569	68.3546109
ENSG00000225377	NRSN2-AS1	100507459	ENSG00000225377.6	lncRNA	2.114628075	2.249875329	2.097079955	1.526421281	2.344626342	1.500519261
ENSG00000177732	SOX12	6666	ENSG00000177732.9	protein_coding	544.1261879	511.9439759	404.1991505	447.5358235	699.2023368	580.1852259
ENSG00000125841	NRSN2	80023	ENSG00000125841.13	protein_coding	53.45031088	48.80733914	44.83161612	46.49465083	61.40188337	57.04256013
ENSG00000101255	TRIB3	57761	ENSG00000101255.12	protein_coding	116.7710123	211.1278189	183.4391345	121.9746415	77.22855437	86.5597165
ENSG00000125826	RBCK1	10616	ENSG00000125826.22	protein_coding	52.83005294	52.70517587	48.73925668	40.23474918	60.66921211	38.55735444
ENSG00000125875	TBC1D20	128637	ENSG00000125875.15	protein_coding	58.90149115	74.85593165	61.98968943	65.86583502	77.88328027	64.91542865
ENSG00000101266	CSNK2A1	1457	ENSG00000101266.19	protein_coding	701.3193153	703.9999038	715.9810342	811.5170153	736.531097	798.6716926
ENSG00000125878	TCF15	6939	ENSG00000125878.7	protein_coding	0	0.010499543	0	0	0	0
ENSG00000271303	SRXN1	140809	ENSG00000271303.2	protein_coding	0.953767656	0.772774089	0.889609876	0.847533312	1.208676339	1.355765219
ENSG00000215397	SCRT2	85508	ENSG00000215397.4	protein_coding	0	0.066969	0.981705499	0	0.258418229	0
ENSG00000101276	SLC52A3	113278	ENSG00000101276.18	protein_coding	0	0.021489725	0	0.02367319	0.015373435	0
ENSG00000125898	FAM110A	83541	ENSG00000125898.13	protein_coding	1.826080804	2.402876247	2.808964164	2.078775264	2.48499293	1.983047958
ENSG00000101280	ANGPT4	51378	ENSG00000101280.8	protein_coding	0	0	0.0020677	0.005678079	0	0
ENSG00000101282	RSPO4	343637	ENSG00000101282.9	protein_coding	0.046321288	0.173739183	0.18871307	0.175773476	0.098524428	0.133237465
ENSG00000125818	PSMF1	9491	ENSG00000125818.18	protein_coding	280.4209694	295.3745311	304.1473713	376.5588246	312.4896114	359.7159548
ENSG00000125895	TMEM74B	55321	ENSG00000125895.6	protein_coding	15.53404314	20.15549752	14.42959065	3.490533812	16.36725955	5.711721078
ENSG00000215595	C20orf202	400831	ENSG00000215595.3	protein_coding	0.014690474	0.099741601	0.098477541	0.151007637	0.127665052	0.028905356
ENSG00000244588	RAD21L1	642636	ENSG00000244588.6	protein_coding	0.090928329	0.077291186	0.05937561	0.007171783	0.056665891	0.043494808
ENSG00000101298	SNPH	9751	ENSG00000101298.15	protein_coding	12.0582206	10.20934234	11.08594106	9.332908337	16.76381533	10.90144545
ENSG00000125775	SDCBP2	27111	ENSG00000125775.15	protein_coding	0.960305985	3.940195842	1.543918469	0.629314176	0.677350668	0.54792267
ENSG00000234684	SDCBP2-AS1	100507495	ENSG00000234684.8	lncRNA	3.056182828	2.098596382	4.402994849	4.895115958	3.84559568	2.706045077
ENSG00000088832	FKBP1A	2280	ENSG00000088832.18	protein_coding	1074.979658	1009.551902	1043.087989	1059.68007	929.3655945	1087.913826
ENSG00000088833	NSFL1C	55968	ENSG00000088833.18	protein_coding	27.03741488	30.63606411	35.1536472	31.53610142	27.25316216	28.55680095
ENSG00000196209	SIRPB2	284759	ENSG00000196209.13	protein_coding	0	0	0	0	0	0
ENSG00000125900	SIRPD	128646	ENSG00000125900.13	protein_coding	0	0	0	0	0	0
ENSG00000101307	SIRPB1	10326	ENSG00000101307.16	protein_coding	0.031596503	0.037030682	0.011074086	0.046711697	0.0200242	0.041638197
ENSG00000089012	SIRPG	55423	ENSG00000089012.14	protein_coding	0	0	0	0	0	0
ENSG00000237914	SIRPG-AS1	101929010	ENSG00000237914.5	lncRNA	0	0	0	0	0	0
ENSG00000198053	SIRPA	140885	ENSG00000198053.12	protein_coding	7.656639316	7.901866061	7.020574866	6.741701332	12.0487255	7.990231474
ENSG00000233896	PDYN-AS1	727993	ENSG00000233896.2	lncRNA	0	0	0	0	0	0.043993785
ENSG00000101327	PDYN	5173	ENSG00000101327.9	protein_coding	0	0	0.021128842	0.015820114	0	0.006346103
ENSG00000125834	STK35	140901	ENSG00000125834.13	protein_coding	29.18442145	34.70028619	29.91761684	37.57771048	40.60813582	35.24245548
ENSG00000125780	TGM3	7053	ENSG00000125780.12	protein_coding	0	0	0	0	0	0
ENSG00000166948	TGM6	343641	ENSG00000166948.10	protein_coding	0	0	0	0.05172377	0	0
ENSG00000125835	SNRPB	6628	ENSG00000125835.20	protein_coding	496.6046485	423.4937352	505.7742401	357.8943365	329.0160849	458.6914472
ENSG00000088876	ZNF343	79175	ENSG00000088876.13	protein_coding	7.403793051	6.547610854	9.145819475	8.072150026	6.281479542	7.526054785
ENSG00000149488	TMC2	117532	ENSG00000149488.14	protein_coding	0.26440025	0	0.120992729	0.06341923	0.132423196	0.050458089
ENSG00000101361	NOP56	10528	ENSG00000101361.17	protein_coding	1280.327532	1046.214522	1168.168527	1330.79383	1073.272771	1205.55034
ENSG00000101365	IDH3B	3420	ENSG00000101365.21	protein_coding	526.5563793	474.5628692	529.8450333	482.7416395	484.2312417	520.1832965
ENSG00000228293	IDH3B-DT	122152330	ENSG00000228293.1	lncRNA	0.357476996	0.405715976	0.42110882	0.307776242	0.38629658	0.215845478
ENSG00000088881	EBF4	57593	ENSG00000088881.22	protein_coding	24.15026644	38.93839749	26.3215481	9.71613271	42.24365429	11.46298994
ENSG00000088882	CPXM1	56265	ENSG00000088882.8	protein_coding	0.046631857	0.098708573	0.053026085	0.050752751	0.155486591	0.053548557
ENSG00000258713	C20orf141	128653	ENSG00000258713.3	protein_coding	0	0	0	0	0	0
ENSG00000198326	TMEM239	100288797	ENSG00000198326.10	protein_coding	0	0	0	0	0	0
ENSG00000132635	PCED1A	64773	ENSG00000132635.17	protein_coding	433.379514	503.7252308	411.5979113	234.7068986	481.8090258	285.0644547
ENSG00000215305	VPS16	64601	ENSG00000215305.10	protein_coding	46.75508496	50.12600068	48.20598112	37.121204	46.7484251	38.429027
ENSG00000132670	PTPRA	5786	ENSG00000132670.21	protein_coding	184.1809395	158.3387923	153.8589473	190.5707824	211.2120816	183.2236325
ENSG00000125787	GNRH2	2797	ENSG00000125787.11	protein_coding	0.332118825	0.191337599	0.182371646	0.8036169	0.344069598	0.520683138
ENSG00000125901	MRPS26	64949	ENSG00000125901.6	protein_coding	341.0838157	297.3611165	313.5049469	234.2737013	262.5316895	282.3864983
ENSG00000101405	OXT	5020	ENSG00000101405.3	protein_coding	0.20186952	0.434061659	0.357769978	0.887413834	0.132118489	0.049155405
ENSG00000101200	AVP	551	ENSG00000101200.5	protein_coding	0.034251851	0.027854123	0.014108155	0.086220189	0.023621184	0.013182586
ENSG00000235958	UBOX5-AS1	100134015	ENSG00000235958.5	lncRNA	0.061897683	0.056071045	0.209970489	0	0.085865517	0.100282638
ENSG00000185019	UBOX5	22888	ENSG00000185019.17	protein_coding	5.452575271	6.642705643	7.549389605	6.455041463	6.099505826	6.076101019
ENSG00000215251	FASTKD5	60493	ENSG00000215251.5	protein_coding	62.09658711	45.30112665	52.58400978	82.23784504	57.35360804	76.52156651
ENSG00000088899	LZTS3	9762	ENSG00000088899.16	protein_coding	167.4207357	178.3361087	152.0526113	141.2948093	187.1024951	124.0959116
ENSG00000198171	DDRGK1	65992	ENSG00000198171.13	protein_coding	85.34923771	103.8348213	107.3285519	73.49095766	76.7843908	70.04901712
ENSG00000125877	ITPA	3704	ENSG00000125877.13	protein_coding	31.04650325	23.46089041	26.31232286	26.06731424	19.0869402	30.91050562
ENSG00000088836	SLC4A11	83959	ENSG00000088836.14	protein_coding	112.5973776	90.87601144	84.59456494	99.69549143	142.7675783	111.5117443
ENSG00000088854	DNAAF9	25943	ENSG00000088854.13	protein_coding	67.50335378	83.26754689	98.62244172	65.79551252	80.41018766	59.82747895
ENSG00000088812	ATRN	8455	ENSG00000088812.18	protein_coding	65.10374058	67.27139538	67.57692134	72.49889939	70.13830883	71.65837047
ENSG00000125861	GFRA4	64096	ENSG00000125861.16	protein_coding	0	0	0	0	0	0
ENSG00000149451	ADAM33	80332	ENSG00000149451.19	protein_coding	0	0	0	0.13214589	0.041244928	0
ENSG00000088827	SIGLEC1	6614	ENSG00000088827.13	protein_coding	0.104730312	0.113612021	0.113082683	0.106694799	0.214607454	0.081575678
ENSG00000132622	HSPA12B	116835	ENSG00000132622.11	protein_coding	0.206463212	0.211224761	0.213106632	0.080773586	0.269184004	0.12779937
ENSG00000101222	SPEF1	25876	ENSG00000101222.12	protein_coding	1.25435647	1.586877509	1.40175629	0.981622507	1.388251183	1.022129826
ENSG00000125817	CENPB	1059	ENSG00000125817.8	protein_coding	511.9939345	381.5033442	410.8448453	485.0863487	535.5920938	569.7067738
ENSG00000101224	CDC25B	994	ENSG00000101224.18	protein_coding	181.393011	161.1023858	122.7276222	186.717575	257.7778833	220.1583304
ENSG00000275491	LINC01730	101929125	ENSG00000275491.1	lncRNA	0.165777568	0.180548666	0.179952504	0.134997204	0.192979457	0.197466302
ENSG00000125843	AP5S1	55317	ENSG00000125843.11	protein_coding	52.97752182	43.96743572	40.70257058	76.7032794	49.69401648	88.18560968
ENSG00000088888	MAVS	57506	ENSG00000088888.18	protein_coding	58.70346602	59.31798439	42.47498226	53.15206999	66.83887814	61.15369201
ENSG00000229539	PANK2-AS1	107985395	ENSG00000229539.2	lncRNA	8.876424012	9.507169284	7.298400298	5.939684488	7.637506614	7.455266104
ENSG00000125779	PANK2	80025	ENSG00000125779.24	protein_coding	17.83742744	20.79466792	20.42044052	18.41062766	16.36823933	16.65299576
ENSG00000101236	RNF24	11237	ENSG00000101236.17	protein_coding	61.46683321	76.94594622	69.27159549	49.85862185	81.78156867	49.08891732
ENSG00000088826	SMOX	54498	ENSG00000088826.18	protein_coding	10.93609348	12.71123588	12.71890625	10.04144458	12.27873314	10.37277308
ENSG00000230176	LINC01433	728228	ENSG00000230176.3	lncRNA	0.107037033	0	0.088511515	0.217105877	0.069084719	0.115169752
ENSG00000171873	ADRA1D	146	ENSG00000171873.8	protein_coding	0.050476514	0.004582141	0	0.013189062	0.027664335	0.003753494
ENSG00000171867	PRNP	5621	ENSG00000171867.18	protein_coding	13.57721972	10.93931369	13.79742368	18.90732031	11.86987214	14.08534962
ENSG00000171864	PRND	23627	ENSG00000171864.5	protein_coding	0	0	0	0	0.012238956	0
ENSG00000180259	PRNT	149830	ENSG00000180259.10	lncRNA	0	0	0	0.189130593	0	0
ENSG00000101265	RASSF2	9770	ENSG00000101265.16	protein_coding	5.859576788	5.416899241	5.62502899	3.473915652	7.284360054	4.408241985
ENSG00000089057	SLC23A2	9962	ENSG00000089057.15	protein_coding	30.63680742	27.23689714	28.79458849	37.3559592	29.86082183	39.17449591
ENSG00000089063	TMEM230	29058	ENSG00000089063.15	protein_coding	136.5362636	129.8282578	120.2022058	138.5913964	139.4364545	137.941132
ENSG00000132646	PCNA	5111	ENSG00000132646.11	protein_coding	165.0222681	139.2771921	164.5257104	172.7161929	147.6330725	153.8358652
ENSG00000101290	CDS2	8760	ENSG00000101290.14	protein_coding	86.54120837	89.92673119	84.32409732	73.98627931	87.9232713	77.53407254
ENSG00000101292	PROKR2	128674	ENSG00000101292.8	protein_coding	0	0	0	0	0	0
ENSG00000226995	LINC00658	100507629	ENSG00000226995.9	lncRNA	0	0	0	0	0.032398133	0
ENSG00000205181	LINC00654	149837	ENSG00000205181.8	lncRNA	0.023939883	0.032221195	0.058938599	0.07227283	0.014653705	0.054380232
ENSG00000225640	LINC01729	101929207	ENSG00000225640.1	lncRNA	0	0	0	0	0	0
ENSG00000125772	GPCPD1	56261	ENSG00000125772.14	protein_coding	20.13676172	18.24632111	19.94682371	17.3653538	13.76779478	14.84482181
ENSG00000171984	SHLD1	149840	ENSG00000171984.15	protein_coding	11.15516927	10.72842533	15.46633777	13.82776066	8.098008902	11.37198656
ENSG00000089199	CHGB	1114	ENSG00000089199.10	protein_coding	0.364716677	0.818635678	0.976243263	0.944582747	0.283125755	0.262702364
ENSG00000089195	TRMT6	51605	ENSG00000089195.15	protein_coding	52.88974836	39.54443106	52.58262683	71.3309361	40.17056146	62.28980219
ENSG00000125885	MCM8	84515	ENSG00000125885.13	protein_coding	51.89128227	52.44885779	47.17864876	59.87566535	48.28077738	58.96231633
ENSG00000278719	MCM8-AS1	101929225	ENSG00000278719.1	lncRNA	0.312649665	0.343453269	0.253668607	0.294692617	0.127582799	0.393390939
ENSG00000088766	CRLS1	54675	ENSG00000088766.12	protein_coding	115.0782281	86.66451826	106.5786686	68.54274062	76.31432207	140.0917419
ENSG00000125872	LRRN4	164312	ENSG00000125872.9	protein_coding	0	0.028862307	0	0	0.288483729	0.025702512
ENSG00000101311	FERMT1	55612	ENSG00000101311.17	protein_coding	0.784665033	0.556141959	0.824308292	1.151053045	0.839230393	1.349351177
ENSG00000229876	CASC20	101929244	ENSG00000229876.1	lncRNA	0	0	0.11689128	0	0	0
ENSG00000228482	LINC01713	105372516	ENSG00000228482.2	lncRNA	0	0	0	0	0	0
ENSG00000125845	BMP2	650	ENSG00000125845.7	protein_coding	2.749519706	1.527187744	2.495227954	2.474172334	2.247090409	3.867881382
ENSG00000228888	LINC01428	101929265	ENSG00000228888.1	lncRNA	0	0	0	0	0	0
ENSG00000261249	LINC01751	101929288	ENSG00000261249.1	lncRNA	0	0	0	0	0	0
ENSG00000224711	LINC01706	101929312	ENSG00000224711.2	lncRNA	0	0	0	0	0	0
ENSG00000101323	HAO1	54363	ENSG00000101323.5	protein_coding	0	0	0	0	0	0
ENSG00000125827	TMX4	56255	ENSG00000125827.9	protein_coding	21.34044835	17.0626114	17.91775424	17.98165327	14.80555129	20.79660423
ENSG00000229766	TMX4-AS1	105372520	ENSG00000229766.7	lncRNA	0.15791437	0.261628885	0.225576439	0.24483236	0.091957821	0.156227113
ENSG00000182621	PLCB1	23236	ENSG00000182621.18	protein_coding	29.99161367	28.42478165	38.06527449	26.95043486	24.30517747	27.58332105
ENSG00000225479	PLCB1-IT1	100874337	ENSG00000225479.1	lncRNA	0	0	0	0	0	0
ENSG00000101333	PLCB4	5332	ENSG00000101333.19	protein_coding	6.117418393	9.647371175	10.76279955	8.388478705	7.291106434	5.645143943
ENSG00000225988	LAMP5-AS1	101929329	ENSG00000225988.1	lncRNA	0	0	0	0	0	0
